"amount","customerId","paymentDate","paymentId","rentalId","staffId"
"8","222","2007-02-15","19338","1368","1"
"6","222","2007-02-19","19339","2603","2"
"5","223","2007-02-16","19340","1839","2"
"4","223","2007-02-18","19341","2334","1"
"7","224","2007-02-15","19342","1424","1"
"2","224","2007-02-18","19343","2277","1"
"4","224","2007-02-21","19344","3282","2"
"7","225","2007-02-18","19345","2226","2"
"2","226","2007-02-21","19346","3414","2"
"4","226","2007-02-21","19347","3466","1"
"2","227","2007-02-16","19348","1679","1"
"1","227","2007-02-17","19349","2155","2"
"6","227","2007-02-17","19350","2164","1"
"0","227","2007-02-20","19351","3065","2"
"3","228","2007-02-18","19352","2284","2"
"2","228","2007-02-19","19353","2863","2"
"2","228","2007-02-20","19354","2934","2"
"3","228","2007-02-21","19355","3433","2"
"4","229","2007-02-18","19356","2200","1"
"0","229","2007-02-20","19357","3208","1"
"7","229","2007-02-21","19358","3277","1"
"0","229","2007-02-21","19359","3280","2"
"3","230","2007-02-15","19360","1468","2"
"4","230","2007-02-16","19361","1744","1"
"0","230","2007-02-16","19362","1793","2"
"8","230","2007-02-18","19363","2450","2"
"0","230","2007-02-19","19364","2675","2"
"0","230","2007-02-19","19365","2777","1"
"0","231","2007-02-18","19366","2423","2"
"0","232","2007-02-16","19367","1619","2"
"8","232","2007-02-19","19368","2833","1"
"2","233","2007-02-17","19369","1992","2"
"2","233","2007-02-18","19370","2244","2"
"2","233","2007-02-18","19371","2424","1"
"4","233","2007-02-18","19372","2443","2"
"3","234","2007-02-15","19373","1245","2"
"0","234","2007-02-16","19374","1645","2"
"2","234","2007-02-16","19375","1674","1"
"5","234","2007-02-17","19376","1993","2"
"4","234","2007-02-17","19377","2005","1"
"5","234","2007-02-18","19378","2511","2"
"6","234","2007-02-20","19379","3185","2"
"4","234","2007-02-20","19380","3199","2"
"4","235","2007-02-15","19381","1493","1"
"0","235","2007-02-16","19382","1811","2"
"0","236","2007-02-15","19383","1262","1"
"5","236","2007-02-15","19384","1308","2"
"8","236","2007-02-17","19385","2139","2"
"6","236","2007-02-18","19386","2311","2"
"2","236","2007-02-19","19387","2630","1"
"3","236","2007-02-19","19388","2840","2"
"4","236","2007-02-21","19389","3353","1"
"2","236","2007-02-21","19390","3460","2"
"0","237","2007-02-15","19391","1500","1"
"0","237","2007-02-15","19392","1518","2"
"4","237","2007-02-17","19393","2156","1"
"2","237","2007-02-18","19394","2492","1"
"2","237","2007-02-20","19395","3069","2"
"2","238","2007-02-15","19396","1199","1"
"4","238","2007-02-16","19397","1660","1"
"2","238","2007-02-20","19398","3181","1"
"4","239","2007-02-14","19399","1160","1"
"4","239","2007-02-16","19400","1560","2"
"2","239","2007-02-18","19401","2215","2"
"4","239","2007-02-18","19402","2390","1"
"5","239","2007-02-21","19403","3383","1"
"3","240","2007-02-18","19404","2196","2"
"4","240","2007-02-18","19405","2264","1"
"5","240","2007-02-19","19406","2872","2"
"0","241","2007-02-18","19407","2428","2"
"0","241","2007-02-18","19408","2455","1"
"5","241","2007-02-18","19409","2478","2"
"2","241","2007-02-19","19410","2683","2"
"0","241","2007-02-21","19411","3258","2"
"4","242","2007-02-15","19412","1304","2"
"4","242","2007-02-15","19413","1384","1"
"4","242","2007-02-15","19414","1483","1"
"4","242","2007-02-16","19415","1702","2"
"4","242","2007-02-19","19416","2691","1"
"4","242","2007-02-20","19417","2942","2"
"5","243","2007-02-15","19418","1405","1"
"0","243","2007-02-15","19419","1452","1"
"5","243","2007-02-19","19420","2757","2"
"6","244","2007-02-14","19421","1189","2"
"5","244","2007-02-16","19422","1595","1"
"3","244","2007-02-20","19423","2955","2"
"2","245","2007-02-15","19424","1377","1"
"2","245","2007-02-17","19425","2122","1"
"2","245","2007-02-20","19426","3157","1"
"1","246","2007-02-15","19427","1448","2"
"2","246","2007-02-17","19428","1968","1"
"1","246","2007-02-19","19429","2704","2"
"0","246","2007-02-19","19430","2725","1"
"4","246","2007-02-20","19431","3152","1"
"5","247","2007-02-18","19432","2288","1"
"3","248","2007-02-17","19433","2066","1"
"0","248","2007-02-18","19434","2371","2"
"0","249","2007-02-15","19435","1204","1"
"5","249","2007-02-15","19436","1473","1"
"2","249","2007-02-16","19437","1753","2"
"1","249","2007-02-17","19438","2129","2"
"7","249","2007-02-20","19439","3175","2"
"4","250","2007-02-18","19440","2432","1"
"6","251","2007-02-18","19441","2238","1"
"7","251","2007-02-21","19442","3422","2"
"2","251","2007-02-21","19443","3464","1"
"5","252","2007-02-15","19444","1395","1"
"4","252","2007-02-19","19445","2716","2"
"0","252","2007-02-20","19446","2968","1"
"1","253","2007-02-15","19447","1378","2"
"6","253","2007-02-16","19448","1606","2"
"5","253","2007-02-17","19449","2081","2"
"4","253","2007-02-17","19450","2142","1"
"4","253","2007-02-18","19451","2454","1"
"4","253","2007-02-19","19452","2636","2"
"2","254","2007-02-15","19453","1285","1"
"0","254","2007-02-15","19454","1390","2"
"2","254","2007-02-17","19455","2082","1"
"2","254","2007-02-17","19456","2138","1"
"3","254","2007-02-19","19457","2687","2"
"2","255","2007-02-15","19458","1235","1"
"6","255","2007-02-15","19459","1420","1"
"2","255","2007-02-16","19460","1681","2"
"2","255","2007-02-21","19461","3442","2"
"2","256","2007-02-16","19462","1555","1"
"0","256","2007-02-17","19463","1965","2"
"4","256","2007-02-17","19464","1973","2"
"4","256","2007-02-18","19465","2230","2"
"6","256","2007-02-18","19466","2380","1"
"4","256","2007-02-19","19467","2561","2"
"4","256","2007-02-19","19468","2839","1"
"0","257","2007-02-19","19469","2557","1"
"4","257","2007-02-20","19470","3083","2"
"2","258","2007-02-16","19471","1743","1"
"0","258","2007-02-19","19472","2678","2"
"8","258","2007-02-20","19473","2931","2"
"7","259","2007-02-16","19474","1641","1"
"7","259","2007-02-16","19475","1723","2"
"2","259","2007-02-16","19476","1813","2"
"5","259","2007-02-18","19477","2375","2"
"3","260","2007-02-16","19478","1626","1"
"2","260","2007-02-17","19479","2001","2"
"2","260","2007-02-17","19480","2040","2"
"10","260","2007-02-17","19481","2091","1"
"0","260","2007-02-17","19482","2178","1"
"7","260","2007-02-19","19483","2823","1"
"3","260","2007-02-20","19484","2958","2"
"0","260","2007-02-20","19485","3193","1"
"2","261","2007-02-16","19486","1760","1"
"5","261","2007-02-17","19487","1877","1"
"8","261","2007-02-17","19488","1988","2"
"3","261","2007-02-17","19489","2072","2"
"0","261","2007-02-18","19490","2392","2"
"0","261","2007-02-21","19491","3363","1"
"2","262","2007-02-16","19492","1563","1"
"6","262","2007-02-19","19493","2771","1"
"8","262","2007-02-19","19494","2850","2"
"1","262","2007-02-20","19495","2915","1"
"8","263","2007-02-17","19496","2126","2"
"1","263","2007-02-21","19497","3257","2"
"3","264","2007-02-14","19498","1165","2"
"4","264","2007-02-15","19499","1206","1"
"0","264","2007-02-20","19500","3028","1"
"3","264","2007-02-21","19501","3403","1"
"7","265","2007-02-17","19502","2027","2"
"4","265","2007-02-19","19503","2562","2"
"2","265","2007-02-19","19504","2598","1"
"5","266","2007-02-15","19505","1280","2"
"4","266","2007-02-17","19506","2065","2"
"4","266","2007-02-20","19507","3002","2"
"4","266","2007-02-20","19508","3059","1"
"4","267","2007-02-15","19509","1257","2"
"4","267","2007-02-15","19510","1349","2"
"2","267","2007-02-18","19511","2265","2"
"7","267","2007-02-19","19512","2578","2"
"6","267","2007-02-19","19513","2582","1"
"2","267","2007-02-19","19514","2699","2"
"4","267","2007-02-19","19515","2754","2"
"1","267","2007-02-19","19516","2877","1"
"0","267","2007-02-20","19517","3090","2"
"1","16","2007-02-18","19518","4591","1"
"2","267","2007-03-01","19519","10343","1"
"0","267","2007-03-02","19520","11373","2"
"6","267","2007-03-17","19521","11690","1"
"4","267","2007-03-18","19522","12320","1"
"4","267","2007-03-19","19523","12979","1"
"9","267","2007-03-19","19524","13236","2"
"5","267","2007-03-21","19525","14131","1"
"3","267","2007-03-22","19526","15020","2"
"3","267","2007-03-22","19527","15208","1"
"0","267","2007-03-23","19528","15768","1"
"3","267","2007-03-23","19529","15903","1"
"7","268","2007-03-02","19530","11462","2"
"6","268","2007-03-17","19531","11828","2"
"2","268","2007-03-17","19532","12007","2"
"4","268","2007-03-18","19533","12694","2"
"5","268","2007-03-20","19534","13880","2"
"4","268","2007-03-21","19535","14249","2"
"4","268","2007-03-21","19536","14373","2"
"0","268","2007-03-22","19537","14874","1"
"2","268","2007-03-22","19538","15183","2"
"2","269","2007-03-01","19539","10566","2"
"4","269","2007-03-02","19540","10908","1"
"4","269","2007-03-02","19541","11014","1"
"3","269","2007-03-17","19542","11915","1"
"4","269","2007-03-18","19543","12344","1"
"5","269","2007-03-19","19544","13142","2"
"2","269","2007-03-20","19545","13759","2"
"4","269","2007-03-21","19546","14266","1"
"6","269","2007-03-21","19547","14693","2"
"2","269","2007-03-23","19548","15788","2"
"7","270","2007-03-01","19549","10461","1"
"5","270","2007-03-01","19550","10579","2"
"4","270","2007-03-01","19551","10648","2"
"2","270","2007-03-02","19552","11389","1"
"0","270","2007-03-17","19553","11810","1"
"2","270","2007-03-17","19554","11841","2"
"2","270","2007-03-17","19555","11917","1"
"2","270","2007-03-18","19556","12192","1"
"2","270","2007-03-18","19557","12442","1"
"1","270","2007-03-20","19558","13945","2"
"0","270","2007-03-21","19559","14618","1"
"6","270","2007-03-23","19560","15620","2"
"4","271","2007-03-01","19561","10310","2"
"3","271","2007-03-01","19562","10599","1"
"2","271","2007-03-02","19563","11431","1"
"4","271","2007-03-18","19564","12219","1"
"0","271","2007-03-21","19565","14234","2"
"4","271","2007-03-21","19566","14355","2"
"2","271","2007-03-22","19567","15244","1"
"2","272","2007-03-01","19568","10736","1"
"2","272","2007-03-02","19569","11003","2"
"8","272","2007-03-17","19570","11597","2"
"0","272","2007-03-17","19571","11881","1"
"6","272","2007-03-17","19572","12006","2"
"2","272","2007-03-19","19573","13274","2"
"2","272","2007-03-20","19574","13903","1"
"8","273","2007-03-01","19575","10272","1"
"3","273","2007-03-01","19576","10753","1"
"6","273","2007-03-01","19577","10768","1"
"4","273","2007-03-02","19578","11282","1"
"4","273","2007-03-16","19579","11509","2"
"0","273","2007-03-18","19580","12692","1"
"4","273","2007-03-20","19581","13738","2"
"5","273","2007-03-20","19582","13955","1"
"4","273","2007-03-20","19583","14092","2"
"2","273","2007-03-21","19584","14558","2"
"2","273","2007-03-22","19585","14911","2"
"2","273","2007-03-22","19586","15372","2"
"6","273","2007-03-23","19587","15760","1"
"1","274","2007-03-01","19588","10790","1"
"0","274","2007-03-01","19589","10855","2"
"3","274","2007-03-02","19590","11058","1"
"2","274","2007-03-02","19591","11363","2"
"3","274","2007-03-18","19592","12321","1"
"2","274","2007-03-19","19593","13103","1"
"8","274","2007-03-19","19594","13129","2"
"8","274","2007-03-20","19595","13549","1"
"0","274","2007-03-20","19596","14012","1"
"7","274","2007-03-20","19597","14066","1"
"7","274","2007-03-21","19598","14164","2"
"4","274","2007-03-21","19599","14388","1"
"2","274","2007-03-22","19600","15143","2"
"2","274","2007-03-22","19601","15260","1"
"2","274","2007-03-22","19602","15328","2"
"3","274","2007-03-23","19603","15819","2"
"6","275","2007-03-01","19604","10479","1"
"1","275","2007-03-02","19605","11309","2"
"4","275","2007-03-17","19606","11610","1"
"5","275","2007-03-18","19607","12589","2"
"1","275","2007-03-18","19608","12606","1"
"3","275","2007-03-19","19609","13037","1"
"2","275","2007-03-20","19610","13860","2"
"1","275","2007-03-20","19611","13865","2"
"0","275","2007-03-20","19612","13902","2"
"0","275","2007-03-20","19613","14063","2"
"5","275","2007-03-21","19614","14187","1"
"2","275","2007-03-21","19615","14296","1"
"5","275","2007-03-21","19616","14483","2"
"4","275","2007-03-21","19617","14727","2"
"2","275","2007-03-22","19618","15269","2"
"3","275","2007-03-23","19619","15496","2"
"0","276","2007-03-01","19620","10691","2"
"2","276","2007-03-01","19621","10763","1"
"2","276","2007-03-02","19622","11085","2"
"4","276","2007-03-17","19623","11636","1"
"3","276","2007-03-17","19624","11961","2"
"5","276","2007-03-17","19625","12178","2"
"4","276","2007-03-18","19626","12251","2"
"4","276","2007-03-18","19627","12650","1"
"4","276","2007-03-20","19628","14000","1"
"2","276","2007-03-23","19629","15718","2"
"3","276","2007-03-23","19630","15769","1"
"4","276","2007-03-23","19631","15923","2"
"3","277","2007-03-02","19632","11074","2"
"4","277","2007-03-02","19633","11162","2"
"0","277","2007-03-17","19634","11574","2"
"3","277","2007-03-17","19635","12149","2"
"5","277","2007-03-18","19636","12458","1"
"4","277","2007-03-19","19637","13122","1"
"4","277","2007-03-20","19638","13526","2"
"4","277","2007-03-20","19639","13714","1"
"4","277","2007-03-21","19640","14227","2"
"4","277","2007-03-21","19641","14745","2"
"10","277","2007-03-22","19642","15008","1"
"5","277","2007-03-22","19643","15345","1"
"2","278","2007-03-01","19644","10649","1"
"2","278","2007-03-01","19645","10731","1"
"3","278","2007-03-01","19646","10849","2"
"5","278","2007-03-02","19647","11095","1"
"0","278","2007-03-16","19648","11531","2"
"0","278","2007-03-18","19649","12787","1"
"0","278","2007-03-20","19650","13896","1"
"0","278","2007-03-20","19651","13976","2"
"2","278","2007-03-21","19652","14268","1"
"0","278","2007-03-21","19653","14803","2"
"4","278","2007-03-22","19654","14986","1"
"4","278","2007-03-23","19655","16019","1"
"6","279","2007-03-02","19656","11250","2"
"2","279","2007-03-16","19657","11515","1"
"4","279","2007-03-17","19658","11703","1"
"2","279","2007-03-19","19659","12935","2"
"4","279","2007-03-19","19660","12949","1"
"7","279","2007-03-19","19661","13105","1"
"2","279","2007-03-19","19662","13233","1"
"4","279","2007-03-20","19663","13588","2"
"2","279","2007-03-21","19664","14206","2"
"3","279","2007-03-21","19665","14714","1"
"5","279","2007-03-21","19666","14779","1"
"4","279","2007-03-21","19667","14789","1"
"6","279","2007-03-23","19668","15580","2"
"2","279","2007-03-23","19669","15606","1"
"9","280","2007-03-01","19670","10847","1"
"4","280","2007-03-02","19671","11366","1"
"2","280","2007-03-16","19672","11517","1"
"4","280","2007-03-17","19673","12053","1"
"5","280","2007-03-19","19674","12849","1"
"9","280","2007-03-19","19675","13231","2"
"4","280","2007-03-19","19676","13321","1"
"4","280","2007-03-20","19677","13667","1"
"2","280","2007-03-22","19678","15036","2"
"4","280","2007-03-22","19679","15312","1"
"5","280","2007-03-23","19680","15554","2"
"5","280","2007-03-23","19681","15950","2"
"2","281","2007-03-20","19682","13641","1"
"1","281","2007-03-21","19683","14196","1"
"2","282","2007-03-02","19684","11226","2"
"2","282","2007-03-19","19685","13278","1"
"2","282","2007-03-20","19686","13749","2"
"4","282","2007-03-23","19687","15543","2"
"0","283","2007-03-17","19688","11637","1"
"2","283","2007-03-17","19689","11846","2"
"0","283","2007-03-17","19690","11966","2"
"6","283","2007-03-18","19691","12290","1"
"2","283","2007-03-19","19692","13229","1"
"2","283","2007-03-23","19693","15837","1"
"7","284","2007-03-01","19694","10396","1"
"4","284","2007-03-01","19695","10535","1"
"3","284","2007-03-17","19696","12162","2"
"5","284","2007-03-20","19697","14007","1"
"4","284","2007-03-21","19698","14648","1"
"4","284","2007-03-21","19699","14746","2"
"4","284","2007-03-22","19700","14921","1"
"3","284","2007-03-22","19701","15135","2"
"5","285","2007-03-01","19702","10493","1"
"2","285","2007-03-01","19703","10628","2"
"4","285","2007-03-01","19704","10641","1"
"8","285","2007-03-17","19705","12027","1"
"0","285","2007-03-18","19706","12444","1"
"0","285","2007-03-18","19707","12449","1"
"9","285","2007-03-18","19708","12687","2"
"7","285","2007-03-19","19709","13102","2"
"0","285","2007-03-22","19710","15251","2"
"4","285","2007-03-23","19711","15489","1"
"0","286","2007-03-17","19712","11670","2"
"0","286","2007-03-18","19713","12595","2"
"0","286","2007-03-18","19714","12656","1"
"5","286","2007-03-20","19715","13635","2"
"4","286","2007-03-20","19716","13975","1"
"0","286","2007-03-22","19717","14905","1"
"4","286","2007-03-23","19718","15629","2"
"2","287","2007-03-01","19719","10574","2"
"4","287","2007-03-01","19720","10807","2"
"4","287","2007-03-02","19721","11106","2"
"4","287","2007-03-17","19722","11716","1"
"2","287","2007-03-19","19723","12861","2"
"6","287","2007-03-21","19724","14715","2"
"1","287","2007-03-22","19725","15076","2"
"4","287","2007-03-22","19726","15084","1"
"0","287","2007-03-22","19727","15127","2"
"2","287","2007-03-23","19728","15614","1"
"9","288","2007-03-02","19729","10927","1"
"2","288","2007-03-17","19730","11952","2"
"1","288","2007-03-17","19731","12134","1"
"2","288","2007-03-19","19732","13219","1"
"0","288","2007-03-19","19733","13227","1"
"2","288","2007-03-19","19734","13363","2"
"0","288","2007-03-20","19735","14113","2"
"0","288","2007-03-21","19736","14756","2"
"2","288","2007-03-22","19737","15058","2"
"2","288","2007-03-22","19738","15119","1"
"7","289","2007-03-01","19739","10297","2"
"1","289","2007-03-17","19740","12158","1"
"0","289","2007-03-17","19741","12170","1"
"7","289","2007-03-18","19742","12558","2"
"0","289","2007-03-19","19743","13165","2"
"0","289","2007-03-19","19744","13211","2"
"9","289","2007-03-19","19745","13256","2"
"5","289","2007-03-19","19746","13336","2"
"6","289","2007-03-20","19747","13891","2"
"0","289","2007-03-20","19748","14087","1"
"4","289","2007-03-21","19749","14729","2"
"4","289","2007-03-22","19750","14917","2"
"2","290","2007-03-02","19751","10901","1"
"6","290","2007-03-17","19752","11596","1"
"3","290","2007-03-18","19753","12193","2"
"4","290","2007-03-18","19754","12778","2"
"1","290","2007-03-19","19755","13190","2"
"2","290","2007-03-19","19756","13367","1"
"2","290","2007-03-20","19757","13687","2"
"4","291","2007-03-01","19758","10463","1"
"0","291","2007-03-02","19759","11145","2"
"5","291","2007-03-20","19760","13665","1"
"4","291","2007-03-21","19761","14241","2"
"3","291","2007-03-23","19762","15663","2"
"4","292","2007-03-02","19763","11193","1"
"10","292","2007-03-18","19764","12739","1"
"2","292","2007-03-20","19765","13715","1"
"0","292","2007-03-21","19766","14499","1"
"4","292","2007-03-22","19767","14845","2"
"2","292","2007-03-22","19768","15117","1"
"1","293","2007-03-02","19769","11131","2"
"2","293","2007-03-17","19770","11576","1"
"6","293","2007-03-19","19771","13013","2"
"2","293","2007-03-19","19772","13029","1"
"5","293","2007-03-20","19773","13504","2"
"4","293","2007-03-20","19774","13817","1"
"6","293","2007-03-21","19775","14248","1"
"4","293","2007-03-22","19776","15258","1"
"8","293","2007-03-22","19777","15402","1"
"7","293","2007-03-23","19778","15508","1"
"5","293","2007-03-23","19779","15675","2"
"6","294","2007-03-01","19780","10551","1"
"2","294","2007-03-01","19781","10600","2"
"4","294","2007-03-01","19782","10642","2"
"2","294","2007-03-02","19783","11071","2"
"2","294","2007-03-02","19784","11390","1"
"4","294","2007-03-17","19785","11875","2"
"2","294","2007-03-17","19786","11981","2"
"5","294","2007-03-18","19787","12278","1"
"2","294","2007-03-21","19788","14474","1"
"7","294","2007-03-21","19789","14630","2"
"5","294","2007-03-23","19790","15839","1"
"3","295","2007-03-01","19791","10349","1"
"4","295","2007-03-02","19792","11083","2"
"5","295","2007-03-17","19793","11913","2"
"4","295","2007-03-17","19794","12041","2"
"0","295","2007-03-18","19795","12383","1"
"0","295","2007-03-21","19796","14264","1"
"6","295","2007-03-21","19797","14387","1"
"6","295","2007-03-21","19798","14514","1"
"4","296","2007-03-17","19799","11571","2"
"4","296","2007-03-17","19800","11825","2"
"3","296","2007-03-18","19801","12689","2"
"2","296","2007-03-19","19802","13471","2"
"2","296","2007-03-20","19803","13702","1"
"4","296","2007-03-20","19804","13819","1"
"1","296","2007-03-20","19805","13991","1"
"7","296","2007-03-21","19806","14571","2"
"2","296","2007-03-22","19807","15023","2"
"7","296","2007-03-23","19808","15866","2"
"4","297","2007-03-01","19809","10264","2"
"0","297","2007-03-02","19810","11269","2"
"0","297","2007-03-02","19811","11413","2"
"4","297","2007-03-17","19812","11585","2"
"2","297","2007-03-17","19813","11780","1"
"0","297","2007-03-17","19814","11784","1"
"10","297","2007-03-18","19815","12472","1"
"2","297","2007-03-19","19816","13330","1"
"4","297","2007-03-20","19817","13721","2"
"1","297","2007-03-20","19818","13888","1"
"5","297","2007-03-21","19819","14403","1"
"2","297","2007-03-23","19820","15582","2"
"4","297","2007-03-23","19821","15711","1"
"6","298","2007-03-01","19822","10248","2"
"0","298","2007-03-02","19823","11070","1"
"6","298","2007-03-02","19824","11288","2"
"0","298","2007-03-17","19825","12076","2"
"8","298","2007-03-18","19826","12765","1"
"0","298","2007-03-19","19827","13172","1"
"4","298","2007-03-19","19828","13244","1"
"0","298","2007-03-21","19829","14473","2"
"3","298","2007-03-22","19830","15245","1"
"4","298","2007-03-22","19831","15262","2"
"4","298","2007-03-23","19832","15643","1"
"2","299","2007-03-01","19833","10440","2"
"6","299","2007-03-17","19834","11629","1"
"5","299","2007-03-17","19835","11746","1"
"0","299","2007-03-17","19836","11998","1"
"4","299","2007-03-19","19837","13069","1"
"0","299","2007-03-21","19838","14208","2"
"3","299","2007-03-21","19839","14548","1"
"4","299","2007-03-22","19840","14889","2"
"6","299","2007-03-22","19841","14898","2"
"4","300","2007-03-02","19842","10977","1"
"2","300","2007-03-18","19843","12484","2"
"5","300","2007-03-18","19844","12644","2"
"3","300","2007-03-19","19845","13257","2"
"0","300","2007-03-19","19846","13296","1"
"6","300","2007-03-20","19847","13499","2"
"5","300","2007-03-20","19848","13717","1"
"7","300","2007-03-21","19849","14674","1"
"9","300","2007-03-21","19850","14709","1"
"2","300","2007-03-22","19851","15051","2"
"5","300","2007-03-23","19852","15811","2"
"0","301","2007-03-01","19853","10883","1"
"5","301","2007-03-19","19854","13183","2"
"2","301","2007-03-20","19855","13633","2"
"10","301","2007-03-22","19856","15201","1"
"1","301","2007-03-22","19857","15268","1"
"0","302","2007-03-01","19858","10329","2"
"7","302","2007-03-17","19859","12126","1"
"4","302","2007-03-18","19860","12516","2"
"2","302","2007-03-19","19861","12903","1"
"2","302","2007-03-20","19862","13916","1"
"4","302","2007-03-20","19863","14120","1"
"3","302","2007-03-21","19864","14247","2"
"2","302","2007-03-23","19865","15578","2"
"5","302","2007-03-23","19866","15622","1"
"0","302","2007-03-23","19867","15734","2"
"6","302","2007-03-23","19868","15987","2"
"4","303","2007-03-02","19869","11253","1"
"2","303","2007-03-17","19870","11673","2"
"2","303","2007-03-17","19871","11993","2"
"0","303","2007-03-17","19872","12117","2"
"0","303","2007-03-18","19873","12365","1"
"2","303","2007-03-18","19874","12473","2"
"5","303","2007-03-21","19875","14750","1"
"4","303","2007-03-21","19876","14795","2"
"3","303","2007-03-23","19877","15511","1"
"0","304","2007-03-01","19878","10631","1"
"4","304","2007-03-17","19879","11983","2"
"5","304","2007-03-18","19880","12540","1"
"3","304","2007-03-20","19881","13911","2"
"0","304","2007-03-20","19882","14023","1"
"4","304","2007-03-22","19883","14899","1"
"4","304","2007-03-22","19884","14945","1"
"4","305","2007-03-01","19885","10426","2"
"4","305","2007-03-02","19886","10929","2"
"2","305","2007-03-02","19887","10981","1"
"5","305","2007-03-02","19888","11035","2"
"3","305","2007-03-17","19889","11809","2"
"3","305","2007-03-18","19890","12592","2"
"0","305","2007-03-19","19891","12846","2"
"4","305","2007-03-20","19892","13782","1"
"2","305","2007-03-22","19893","15417","2"
"6","305","2007-03-23","19894","15612","1"
"5","306","2007-03-01","19895","10893","2"
"4","306","2007-03-02","19896","11142","2"
"0","306","2007-03-02","19897","11440","1"
"6","306","2007-03-17","19898","11674","2"
"0","306","2007-03-17","19899","11776","2"
"7","306","2007-03-18","19900","12225","1"
"2","306","2007-03-19","19901","12989","1"
"4","306","2007-03-20","19902","13686","1"
"5","306","2007-03-20","19903","13725","2"
"0","306","2007-03-20","19904","13873","1"
"4","306","2007-03-20","19905","13996","1"
"2","306","2007-03-22","19906","15457","1"
"7","306","2007-03-23","19907","15868","2"
"0","307","2007-03-01","19908","10374","1"
"2","307","2007-03-01","19909","10745","1"
"7","307","2007-03-02","19910","11491","1"
"4","307","2007-03-18","19911","12391","2"
"6","307","2007-03-19","19912","13365","2"
"0","307","2007-03-21","19913","14231","1"
"4","307","2007-03-23","19914","15515","2"
"2","308","2007-03-01","19915","10571","1"
"0","308","2007-03-01","19916","10797","2"
"4","308","2007-03-01","19917","10819","1"
"2","308","2007-03-17","19918","11765","1"
"4","308","2007-03-17","19919","11972","1"
"3","308","2007-03-18","19920","12567","2"
"6","308","2007-03-18","19921","12590","1"
"6","308","2007-03-19","19922","12838","2"
"2","308","2007-03-20","19923","13843","1"
"2","308","2007-03-22","19924","14946","2"
"4","308","2007-03-22","19925","15243","1"
"4","308","2007-03-23","19926","15493","2"
"2","308","2007-03-23","19927","15820","2"
"2","309","2007-03-01","19928","10458","1"
"0","309","2007-03-01","19929","10728","1"
"2","309","2007-03-01","19930","10818","1"
"6","309","2007-03-17","19931","11964","2"
"5","309","2007-03-19","19932","13021","2"
"0","309","2007-03-20","19933","13502","2"
"4","309","2007-03-20","19934","13909","2"
"5","309","2007-03-22","19935","14846","2"
"4","309","2007-03-22","19936","15422","2"
"2","310","2007-03-02","19937","11137","2"
"4","310","2007-03-18","19938","12500","2"
"7","310","2007-03-18","19939","12710","2"
"4","310","2007-03-19","19940","12929","1"
"5","310","2007-03-22","19941","14972","1"
"4","311","2007-03-01","19942","10448","2"
"2","311","2007-03-19","19943","12997","1"
"0","311","2007-03-19","19944","13310","2"
"1","311","2007-03-19","19945","13423","2"
"4","311","2007-03-21","19946","14517","2"
"9","311","2007-03-23","19947","15826","2"
"8","311","2007-03-23","19948","16020","1"
"2","312","2007-03-01","19949","10858","2"
"0","312","2007-03-02","19950","11248","2"
"5","312","2007-03-17","19951","11879","2"
"2","312","2007-03-18","19952","12186","1"
"0","312","2007-03-19","19953","12945","1"
"2","312","2007-03-21","19954","14362","2"
"3","312","2007-03-21","19955","14504","1"
"4","312","2007-03-22","19956","15100","1"
"6","312","2007-03-23","19957","15882","1"
"5","313","2007-03-01","19958","10237","2"
"7","313","2007-03-02","19959","10933","2"
"2","313","2007-03-17","19960","11854","2"
"2","313","2007-03-17","19961","12011","2"
"2","313","2007-03-21","19962","14250","2"
"4","313","2007-03-21","19963","14325","1"
"2","313","2007-03-22","19964","15081","2"
"0","313","2007-03-22","19965","15340","1"
"6","313","2007-03-23","19966","15569","2"
"3","314","2007-03-17","19967","11908","2"
"0","314","2007-03-18","19968","12434","1"
"3","314","2007-03-19","19969","13120","2"
"2","314","2007-03-19","19970","13265","1"
"3","314","2007-03-20","19971","13553","2"
"4","314","2007-03-21","19972","14145","2"
"4","314","2007-03-21","19973","14409","1"
"4","314","2007-03-21","19974","14682","2"
"4","314","2007-03-21","19975","14815","2"
"5","314","2007-03-22","19976","14873","2"
"3","314","2007-03-23","19977","16021","2"
"0","315","2007-03-02","19978","11254","2"
"2","315","2007-03-17","19979","12155","2"
"2","315","2007-03-20","19980","14106","1"
"2","315","2007-03-21","19981","14162","2"
"6","315","2007-03-23","19982","15504","1"
"7","316","2007-03-01","19983","10438","1"
"0","316","2007-03-17","19984","12028","1"
"0","316","2007-03-18","19985","12191","2"
"2","316","2007-03-18","19986","12823","2"
"5","316","2007-03-19","19987","13277","2"
"2","316","2007-03-21","19988","14226","1"
"2","316","2007-03-23","19989","15840","2"
"2","317","2007-03-01","19990","10364","1"
"2","317","2007-03-17","19991","12111","2"
"7","317","2007-03-17","19992","12138","2"
"2","317","2007-03-18","19993","12301","2"
"4","317","2007-03-19","19994","13388","1"
"5","317","2007-03-20","19995","14032","1"
"0","317","2007-03-21","19996","14385","2"
"2","317","2007-03-21","19997","14669","2"
"4","317","2007-03-21","19998","14791","1"
"2","317","2007-03-22","19999","15204","1"
"4","317","2007-03-22","20000","15280","1"
"2","318","2007-03-21","20001","14276","1"
"0","319","2007-03-17","20002","11575","1"
